gene_family	speciation	speciation_loss	duplication	transfer	transfer_loss	loss	number_gene_copies	number_species
OG0003254	27	8	3	2	0	0	33	30
OG0003255	24	8	2	6	0	0	33	29
OG0003256	21	5	3	8	0	0	33	28
OG0003257	25	10	4	3	0	0	33	29
OG0003258	15	4	6	11	0	0	33	19
OG0003259	25	8	1	6	0	0	33	30
OG0003260	22	9	5	5	0	0	33	27
OG0003261	22	8	4	6	0	0	33	29
OG0003262	22	14	4	6	0	0	33	26
OG0003263	8	1	1	23	0	0	33	22
OG0003264	8	0	5	17	0	0	31	17
OG0003265	14	3	8	10	0	0	33	21
OG0003266	5	5	11	15	0	0	32	17
OG0003267	19	7	3	10	0	0	33	27
OG0003268	16	13	8	8	0	0	33	18
OG0003269	9	7	18	4	0	0	32	9
OG0003270	23	13	5	4	0	0	33	28
OG0003271	9	0	6	17	0	0	33	17
OG0003272	16	10	5	11	0	0	33	26
OG0003273	22	13	4	6	0	0	33	27
OG0003274	13	7	6	13	0	0	33	23
OG0003275	25	9	3	4	0	0	33	26
OG0003276	16	8	1	15	0	0	33	24
OG0003277	13	0	3	16	0	0	33	20
OG0003278	3	0	16	13	0	0	33	13
OG0003279	19	17	4	9	0	0	33	18
OG0003280	21	12	4	7	0	0	33	26
OG0003281	22	12	4	6	0	0	33	27
OG0003282	12	4	14	6	0	0	33	12
OG0003283	5	0	10	17	0	0	33	18
OG0003284	12	6	8	12	0	0	33	16
OG0003285	7	2	14	11	0	0	33	10
OG0003286	19	14	1	12	0	0	33	25
OG0003287	21	5	6	5	0	0	33	27
OG0003288	10	9	6	16	0	0	33	16
OG0003289	12	8	12	8	0	0	33	18
OG0003290	0	0	27	4	0	0	32	5
OG0003291	25	10	3	4	0	0	33	27
OG0003292	25	5	2	5	0	0	33	27
OG0003293	18	14	7	6	0	0	32	24
OG0003294	7	4	6	19	0	0	33	20
OG0003295	22	11	6	4	0	0	33	25
OG0003296	28	5	1	3	0	0	33	29
OG0003297	16	6	7	9	0	0	33	21
OG0003298	24	19	2	6	0	0	33	28
OG0003299	7	2	22	3	0	0	33	8
OG0003307	1	0	30	1	0	0	33	3
OG0003319	1	0	14	6	0	0	22	8
OG0003320	8	2	13	10	0	0	32	13
OG0003321	11	3	5	15	0	0	32	23
OG0003322	13	9	8	10	0	0	32	23
OG0003323	18	9	9	4	0	0	32	23
OG0003324	20	9	6	5	0	0	32	23
OG0003325	5	3	15	11	0	0	32	15
OG0003326	22	6	2	7	0	0	32	27
OG0003327	20	14	9	2	0	0	32	20
OG0003328	13	10	6	12	0	0	32	21
OG0003329	2	0	22	7	0	0	32	10
OG0003330	9	2	20	2	0	0	32	6
OG0003331	8	7	8	15	0	0	32	20
OG0003332	12	6	18	1	0	0	32	12
OG0003333	25	9	3	3	0	0	32	28
OG0003334	18	10	4	9	0	0	32	25
OG0003335	18	8	7	6	0	0	32	17
OG0003336	23	9	4	4	0	0	32	24
OG0003337	19	10	2	10	0	0	32	26
OG0003338	19	10	3	9	0	0	32	28
OG0003339	18	10	7	6	0	0	32	21
OG0003340	23	8	2	6	0	0	32	28
OG0003341	3	0	10	18	0	0	32	16
OG0003342	11	1	1	19	0	0	32	21
OG0003343	24	9	4	3	0	0	32	25
OG0003344	10	3	6	15	0	0	32	24
OG0003345	18	8	6	7	0	0	32	24
OG0003346	17	10	8	6	0	0	32	20
OG0003347	19	13	7	5	0	0	32	25
OG0003348	7	2	12	12	0	0	32	15
OG0003349	21	12	6	4	0	0	32	23
OG0003350	23	13	2	6	0	0	32	29
OG0003351	22	8	3	6	0	0	32	27
OG0003352	9	3	4	18	0	0	32	19
OG0003353	22	6	3	6	0	0	32	28
OG0003354	6	2	12	13	0	0	32	15
OG0003355	12	7	2	17	0	0	32	23
OG0003356	22	10	2	7	0	0	32	30
OG0003357	10	4	19	2	0	0	32	11
OG0003358	19	7	3	9	0	0	32	28
OG0003359	11	5	7	13	0	0	32	24
OG0003360	17	11	3	11	0	0	32	20
OG0003361	24	9	4	3	0	0	32	27
OG0003362	8	6	16	7	0	0	32	14
OG0003363	23	16	3	5	0	0	32	29
OG0003364	25	7	1	5	0	0	32	30
OG0003365	0	0	27	4	0	0	32	5
OG0003366	19	19	5	6	0	0	31	25
OG0003367	22	8	4	4	0	0	31	27
OG0003368	22	10	0	9	0	0	32	31
OG0003369	19	9	2	10	0	0	32	29
OG0003370	13	7	2	16	0	0	32	22
OG0003371	26	5	1	4	0	0	32	31
OG0003372	16	9	12	2	0	0	31	17
OG0003373	26	8	2	3	0	0	32	29
OG0003374	14	4	9	8	0	0	32	18
OG0003375	25	8	3	3	0	0	32	29
OG0003376	16	4	5	10	0	0	32	22
OG0003377	13	4	5	13	0	0	32	21
OG0003379	19	10	7	4	0	0	31	24
OG0003380	23	11	2	6	0	0	32	26
OG0003381	21	8	3	7	0	0	32	28
OG0003382	15	9	5	11	0	0	32	27
OG0003383	21	12	5	5	0	0	32	26
OG0003384	18	8	6	7	0	0	32	24
OG0003385	23	12	4	4	0	0	32	27
OG0003386	18	9	4	9	0	0	32	28
OG0003387	2	0	14	15	0	0	32	14
OG0003388	22	10	2	7	0	0	32	29
OG0003389	21	11	3	7	0	0	32	24
OG0003390	18	10	5	8	0	0	32	26
OG0003391	19	11	2	9	0	0	31	24
OG0003392	26	9	4	1	0	0	32	28
OG0003393	20	11	5	6	0	0	32	25
OG0003394	17	9	7	7	0	0	32	24
OG0003395	20	9	5	6	0	0	32	25
OG0003396	11	8	4	16	0	0	32	20
OG0003397	10	1	4	17	0	0	32	15
OG0003398	13	4	4	13	0	0	31	18
OG0003399	4	0	9	17	0	0	31	17
OG0003400	20	12	7	4	0	0	32	20
OG0003401	21	8	1	9	0	0	32	25
OG0003402	4	0	8	19	0	0	32	8
OG0003403	18	10	7	5	0	0	31	24
OG0003404	15	2	2	14	0	0	32	27
OG0003405	4	1	13	13	0	0	31	13
OG0003406	19	13	10	2	0	0	32	20
OG0003407	18	9	2	11	0	0	32	26
OG0003408	4	0	8	18	0	0	31	15
OG0003409	18	11	2	11	0	0	32	20
OG0003410	27	8	3	1	0	0	32	29
OG0003411	21	9	6	4	0	0	32	26
OG0003412	20	7	5	6	0	0	32	23
OG0003413	14	10	7	10	0	0	32	24
OG0003414	21	7	2	8	0	0	32	26
OG0003415	20	10	6	5	0	0	32	20
OG0003416	5	0	14	11	0	0	31	13
OG0003417	15	4	3	13	0	0	32	25
OG0003418	20	15	7	4	0	0	32	22
OG0003419	16	14	11	4	0	0	32	18
OG0003420	25	7	3	3	0	0	32	28
OG0003421	8	0	4	19	0	0	32	23
OG0003422	1	0	26	3	0	0	31	6
OG0003423	21	10	3	7	0	0	32	17
OG0003424	13	5	2	16	0	0	32	24
OG0003425	12	7	4	15	0	0	32	21
OG0003426	13	10	15	3	0	0	32	15
OG0003427	12	14	11	8	0	0	32	15
OG0003428	3	0	25	3	0	0	32	5
OG0003429	20	18	5	6	0	0	32	18
OG0003430	8	11	4	12	0	0	25	14
OG0003431	10	3	16	5	0	0	32	15
OG0003432	11	9	9	11	0	0	32	18
OG0003433	5	0	21	5	0	0	32	4
OG0003434	0	0	25	5	0	0	31	6
OG0003449	14	10	5	11	0	0	31	21
OG0003450	13	7	5	12	0	0	31	21
OG0003451	18	11	2	7	0	0	28	27
OG0003452	20	10	5	5	0	0	31	26
OG0003453	3	0	13	14	0	0	31	14
OG0003454	17	10	4	9	0	0	31	27
OG0003455	11	2	9	10	0	0	31	18
OG0003456	10	2	6	14	0	0	31	22
OG0003457	22	11	6	2	0	0	31	23
OG0003458	21	6	0	9	0	0	31	28
OG0003459	19	10	2	9	0	0	31	26
OG0003460	13	0	2	15	0	0	31	28
OG0003461	10	4	4	16	0	0	31	21
OG0003462	10	5	2	18	0	0	31	20
OG0003463	6	3	4	8	0	0	19	14
OG0003464	25	13	2	3	0	0	31	26
OG0003465	20	8	7	3	0	0	31	23
OG0003466	18	10	6	6	0	0	31	22
OG0003467	25	5	2	3	0	0	31	27
OG0003468	21	11	2	7	0	0	31	27
OG0003469	18	1	3	9	0	0	31	22
OG0003470	14	2	4	12	0	0	31	27
OG0003471	8	2	10	12	0	0	31	12
OG0003472	24	6	1	5	0	0	31	28
OG0003473	13	6	1	16	0	0	31	26
OG0003474	24	10	3	3	0	0	31	28
OG0003475	18	22	10	1	0	0	30	15
OG0003476	22	13	4	4	0	0	31	22
OG0003477	22	14	5	3	0	0	31	24
OG0003478	16	14	8	6	0	0	31	19
OG0003479	16	3	3	11	0	0	31	25
OG0003480	19	8	2	9	0	0	31	29
OG0003481	12	6	3	15	0	0	31	20
OG0003482	22	6	3	5	0	0	31	28
OG0003483	16	13	7	7	0	0	31	18
OG0003484	19	8	1	10	0	0	31	28
OG0003485	18	16	4	7	0	0	30	21
OG0003486	16	12	10	4	0	0	31	20
OG0003487	24	13	2	4	0	0	31	29
OG0003488	10	2	7	13	0	0	31	19
OG0003489	12	4	5	13	0	0	31	19
OG0003490	23	11	4	3	0	0	31	26
OG0003491	22	7	3	5	0	0	31	27
OG0003492	21	12	4	5	0	0	31	26
OG0003493	22	12	3	5	0	0	31	27
OG0003494	7	1	8	15	0	0	31	18
OG0003495	24	12	1	5	0	0	31	29
OG0003496	19	22	9	2	0	0	31	19
OG0003497	16	5	10	4	0	0	31	18
OG0003498	24	13	2	4	0	0	31	29
OG0003499	6	8	11	13	0	0	31	14
OG0003500	25	19	2	3	0	0	31	27
OG0003501	25	5	2	3	0	0	31	28
OG0003502	17	9	6	7	0	0	31	23
OG0003503	11	7	7	12	0	0	31	20
OG0003504	10	3	7	13	0	0	31	19
OG0003505	8	1	10	12	0	0	31	19
OG0003506	26	5	1	3	0	0	31	30
OG0003507	21	7	3	6	0	0	31	25
OG0003508	8	3	14	7	0	0	30	13
OG0003509	13	7	5	12	0	0	31	22
OG0003510	24	3	4	2	0	0	31	27
OG0003511	22	7	4	4	0	0	31	27
OG0003512	13	7	4	13	0	0	31	22
OG0003513	20	11	2	8	0	0	31	24
OG0003514	16	8	3	11	0	0	31	23
OG0003515	8	0	11	11	0	0	31	7
OG0003516	20	14	5	5	0	0	31	25
OG0003517	19	6	6	5	0	0	31	21
OG0003518	17	14	6	5	0	0	29	19
OG0003519	1	0	24	5	0	0	31	6
OG0003520	16	6	1	13	0	0	31	23
OG0003521	20	14	2	8	0	0	31	26
OG0003522	10	3	9	11	0	0	31	20
OG0003523	22	12	4	4	0	0	31	25
OG0003524	12	3	3	14	0	0	30	24
OG0003525	6	3	13	11	0	0	31	12
OG0003526	18	9	9	3	0	0	31	20
OG0003527	19	12	7	4	0	0	31	24
OG0003528	4	0	11	14	0	0	30	11
OG0003529	19	8	5	4	0	0	29	24
OG0003530	4	0	14	11	0	0	30	10
OG0003531	22	11	0	8	0	0	31	24
OG0003532	24	12	5	1	0	0	31	25
OG0003533	9	4	4	17	0	0	31	20
OG0003534	11	2	8	11	0	0	31	21
OG0003535	12	8	9	9	0	0	31	18
OG0003536	7	0	8	15	0	0	31	12
OG0003537	23	10	3	4	0	0	31	27
OG0003538	10	8	3	16	0	0	30	14
OG0003539	22	16	3	5	0	0	31	26
OG0003540	22	13	3	5	0	0	31	24
OG0003541	5	2	21	4	0	0	31	6
OG0003542	21	16	4	5	0	0	31	24
OG0003543	20	23	6	4	0	0	31	17
OG0003544	21	8	4	5	0	0	31	24
OG0003545	10	5	6	14	0	0	31	18
OG0003546	0	0	24	6	0	0	31	7
OG0003548	0	0	26	4	0	0	31	4
OG0003549	1	0	12	14	0	0	28	11
OG0003550	3	2	21	6	0	0	31	10
OG0003551	8	2	18	4	0	0	31	10
OG0003553	4	3	21	5	0	0	31	10
OG0003554	0	0	24	4	0	0	29	5
OG0003556	0	0	28	2	0	0	31	3
OG0003571	6	2	5	12	0	0	24	15
OG0003572	7	0	9	12	0	0	29	14
OG0003573	12	7	8	8	0	0	29	21
OG0003574	25	8	0	4	0	0	30	29
OG0003575	16	4	2	11	0	0	30	18
OG0003576	9	6	3	17	0	0	30	16
OG0003577	13	11	9	6	0	0	29	17
OG0003578	7	6	9	13	0	0	30	16
OG0003579	7	8	10	11	0	0	29	11
OG0003580	24	11	1	4	0	0	30	27
OG0003581	15	3	3	11	0	0	30	26
OG0003582	19	12	3	7	0	0	30	25
OG0003583	19	15	2	8	0	0	30	28
OG0003584	3	1	13	13	0	0	30	13
OG0003585	19	9	1	9	0	0	30	19
OG0003586	15	9	10	4	0	0	30	17
OG0003587	21	20	0	8	0	0	30	28
OG0003588	5	0	16	8	0	0	30	12
OG0003589	12	9	8	9	0	0	30	17
OG0003590	17	12	5	6	0	0	29	22
OG0003591	16	4	5	6	0	0	28	19
OG0003592	20	12	3	6	0	0	30	24
OG0003593	24	17	5	0	0	0	30	25
OG0003594	16	6	9	4	0	0	30	21
OG0003595	25	19	0	4	0	0	30	24
OG0003596	15	1	10	4	0	0	30	19
OG0003597	27	6	2	0	0	0	30	28
OG0003598	15	4	0	14	0	0	30	26
OG0003599	10	4	12	7	0	0	30	17
OG0003600	10	4	8	11	0	0	30	17
OG0003601	5	3	9	14	0	0	29	16
OG0003602	8	2	9	12	0	0	30	14
OG0003603	15	13	6	7	0	0	29	21
OG0003604	22	10	1	6	0	0	30	28
OG0003605	15	11	3	11	0	0	30	24
OG0003606	3	0	21	5	0	0	30	7
OG0003607	22	11	1	6	0	0	30	26
OG0003608	20	9	5	4	0	0	30	24
OG0003609	8	7	11	10	0	0	30	18
OG0003610	21	10	5	3	0	0	30	25
OG0003611	7	7	14	8	0	0	30	15
OG0003612	11	7	15	3	0	0	30	14
OG0003613	16	5	2	11	0	0	30	28
OG0003614	6	2	7	16	0	0	30	21
OG0003615	15	2	3	11	0	0	30	26
OG0003616	19	13	3	7	0	0	30	25
OG0003617	24	7	1	4	0	0	30	28
OG0003618	20	10	1	8	0	0	30	27
OG0003619	14	5	3	12	0	0	30	23
OG0003620	19	14	3	7	0	0	30	26
OG0003621	25	9	1	3	0	0	30	29
OG0003622	19	15	7	3	0	0	30	23
OG0003623	12	7	8	8	0	0	29	20
OG0003624	21	13	4	4	0	0	30	23
OG0003625	10	4	1	18	0	0	30	19
OG0003626	21	12	4	4	0	0	30	25
OG0003627	15	9	5	9	0	0	30	24
OG0003628	18	8	6	5	0	0	30	23
OG0003629	11	14	5	13	0	0	30	17
OG0003630	10	3	5	14	0	0	30	22
OG0003631	17	8	3	9	0	0	30	23
OG0003632	14	9	3	12	0	0	30	21
OG0003633	20	10	4	5	0	0	30	22
OG0003634	14	12	10	5	0	0	30	19
OG0003635	16	11	7	6	0	0	30	22
OG0003636	12	6	2	15	0	0	30	19
OG0003637	12	5	5	12	0	0	30	22
OG0003638	15	15	5	8	0	0	29	23
OG0003639	16	7	1	12	0	0	30	24
OG0003640	22	10	3	4	0	0	30	26
OG0003641	12	3	3	14	0	0	30	21
OG0003642	18	13	1	10	0	0	30	20
OG0003643	4	0	5	19	0	0	29	22
OG0003644	19	12	5	5	0	0	30	24
OG0003645	9	1	7	13	0	0	30	17
OG0003646	21	8	2	6	0	0	30	28
OG0003647	23	8	5	1	0	0	30	25
OG0003648	9	0	6	14	0	0	30	19
OG0003649	20	2	1	8	0	0	30	25
OG0003650	5	0	9	14	0	0	29	12
OG0003651	5	0	11	13	0	0	30	19
OG0003652	15	6	5	9	0	0	30	21
OG0003653	15	13	8	6	0	0	30	18
OG0003654	20	16	1	8	0	0	30	20
OG0003655	16	10	6	7	0	0	30	24
OG0003656	24	8	1	4	0	0	30	27
OG0003657	22	18	1	4	0	0	28	22
OG0003658	5	1	10	14	0	0	30	15
OG0003659	11	3	2	16	0	0	30	19
OG0003660	7	10	12	10	0	0	30	16
OG0003661	8	6	6	15	0	0	30	14
OG0003662	17	12	2	10	0	0	30	25
OG0003663	19	3	2	8	0	0	30	26
OG0003664	19	18	6	4	0	0	30	15
OG0003665	21	13	3	5	0	0	30	26
OG0003666	1	0	24	4	0	0	30	6
OG0003667	23	8	3	3	0	0	30	27
OG0003668	11	12	10	7	0	0	29	16
OG0003669	20	11	0	9	0	0	30	28
OG0003670	2	0	19	8	0	0	30	11
OG0003671	18	14	3	8	0	0	30	24
OG0003672	14	11	10	5	0	0	30	18
OG0003673	9	8	7	13	0	0	30	15
OG0003674	9	7	16	4	0	0	30	10
OG0003675	9	8	16	4	0	0	30	10
OG0003679	0	0	27	2	0	0	30	3
OG0003681	1	0	26	2	0	0	30	3
OG0003684	7	1	21	1	0	0	30	6
OG0003687	1	1	27	1	0	0	30	3
OG0003695	7	0	6	14	0	0	28	14
OG0003696	17	16	6	5	0	0	29	23
OG0003697	19	13	4	5	0	0	29	25
OG0003698	1	0	15	12	0	0	29	11
OG0003699	6	1	18	4	0	0	29	8
OG0003700	7	0	2	19	0	0	29	16
OG0003701	23	23	1	3	0	0	28	27
OG0003702	11	1	2	15	0	0	29	19
OG0003703	2	0	25	1	0	0	29	4
OG0003704	8	1	15	5	0	0	29	10
OG0003705	11	0	8	8	0	0	28	11
OG0003706	16	11	7	5	0	0	29	21
OG0003707	11	8	3	14	0	0	29	20
OG0003708	17	22	4	6	0	0	28	22
OG0003709	8	5	4	14	0	0	27	16
OG0003710	18	9	3	7	0	0	29	25
OG0003711	12	0	1	15	0	0	29	27
OG0003712	11	10	2	15	0	0	29	17
OG0003713	10	9	3	14	0	0	28	22
OG0003714	24	11	1	3	0	0	29	27
OG0003715	12	3	6	10	0	0	29	19
OG0003716	18	10	2	8	0	0	29	26
OG0003717	15	13	2	11	0	0	29	25
OG0003718	11	7	2	15	0	0	29	20
OG0003719	22	10	6	0	0	0	29	23
OG0003720	21	14	0	7	0	0	29	26
OG0003721	15	10	7	5	0	0	28	20
OG0003722	17	10	4	7	0	0	29	25
OG0003723	4	3	14	9	0	0	28	14
OG0003724	9	4	8	11	0	0	29	16
OG0003725	16	9	4	8	0	0	29	23
OG0003726	17	6	4	7	0	0	29	22
OG0003727	21	11	4	3	0	0	29	22
OG0003728	20	11	2	6	0	0	29	26
OG0003729	21	22	2	5	0	0	29	26
OG0003730	4	4	13	10	0	0	28	15
OG0003731	19	11	2	7	0	0	29	26
OG0003732	14	11	7	7	0	0	29	16
OG0003733	23	14	0	5	0	0	29	26
OG0003734	11	3	4	13	0	0	29	20
OG0003735	18	9	6	4	0	0	29	23
OG0003736	8	6	3	17	0	0	29	18
OG0003737	18	6	3	7	0	0	29	24
OG0003738	12	11	10	6	0	0	29	13
OG0003739	14	11	3	11	0	0	29	24
OG0003740	6	7	20	2	0	0	29	9
OG0003741	14	6	5	9	0	0	29	22
OG0003742	21	9	2	5	0	0	29	26
OG0003743	14	13	8	6	0	0	29	19
OG0003744	18	13	2	7	0	0	28	26
OG0003745	13	9	7	8	0	0	29	18
OG0003746	22	9	1	5	0	0	29	26
OG0003747	12	0	6	10	0	0	29	20
OG0003748	4	2	21	3	0	0	29	7
OG0003749	20	12	0	8	0	0	29	26
OG0003750	13	5	6	9	0	0	29	17
OG0003751	3	1	13	12	0	0	29	14
OG0003752	15	5	4	9	0	0	29	21
OG0003753	12	1	7	8	0	0	28	10
OG0003754	15	2	4	9	0	0	29	22
OG0003755	9	4	5	14	0	0	29	21
OG0003756	11	12	7	9	0	0	28	17
OG0003757	14	6	2	11	0	0	28	21
OG0003758	5	0	10	13	0	0	29	16
OG0003759	6	2	12	8	0	0	27	12
OG0003760	10	3	2	16	0	0	29	23
OG0003761	9	6	6	13	0	0	29	17
OG0003762	14	10	7	7	0	0	29	19
OG0003763	5	1	15	8	0	0	29	9
OG0003764	9	4	8	11	0	0	29	18
OG0003765	19	5	2	7	0	0	29	23
OG0003766	2	1	10	16	0	0	29	15
OG0003767	17	7	4	7	0	0	29	20
OG0003768	7	1	6	14	0	0	28	18
OG0003769	5	3	16	5	0	0	27	8
OG0003770	25	7	1	2	0	0	29	28
OG0003771	13	4	4	4	0	0	22	14
OG0003772	14	10	6	8	0	0	29	19
OG0003773	3	1	10	15	0	0	29	15
OG0003774	20	6	1	7	0	0	29	27
OG0003775	22	6	3	2	0	0	28	26
OG0003776	19	6	3	6	0	0	29	22
OG0003777	10	6	6	12	0	0	29	15
OG0003778	5	2	10	13	0	0	29	14
OG0003779	9	10	9	10	0	0	29	17
OG0003780	14	8	1	12	0	0	28	24
OG0003781	9	10	9	10	0	0	29	19
OG0003782	24	13	1	3	0	0	29	28
OG0003783	14	8	5	9	0	0	29	24
OG0003784	18	8	0	10	0	0	29	22
OG0003785	18	6	1	9	0	0	29	22
OG0003786	6	1	20	2	0	0	29	8
OG0003787	21	13	4	3	0	0	29	24
OG0003788	17	8	4	7	0	0	29	22
OG0003789	20	8	2	6	0	0	29	27
OG0003790	21	7	3	4	0	0	29	26
OG0003791	10	8	8	9	0	0	28	14
OG0003792	12	15	1	7	0	0	21	14
OG0003793	17	9	5	6	0	0	29	21
OG0003794	7	1	12	9	0	0	29	16
OG0003795	1	0	20	7	0	0	29	8
OG0003796	20	10	7	1	0	0	29	22
OG0003798	5	3	18	5	0	0	29	10
OG0003800	2	0	16	10	0	0	29	9
OG0003801	12	5	12	4	0	0	29	13
OG0003805	0	0	24	3	0	0	28	5
OG0003807	0	0	22	5	0	0	28	5
OG0003832	12	7	4	11	0	0	28	21
OG0003833	19	7	2	6	0	0	28	26
OG0003834	16	12	1	9	0	0	27	21
OG0003835	21	11	2	4	0	0	28	26
OG0003836	8	0	6	13	0	0	28	19
OG0003837	8	4	9	10	0	0	28	18
OG0003838	2	0	18	7	0	0	28	6
OG0003839	21	14	1	5	0	0	28	24
OG0003840	16	0	11	0	0	0	28	14
OG0003841	20	4	3	4	0	0	28	25
OG0003842	19	6	3	5	0	0	28	23
OG0003843	7	0	5	15	0	0	28	16
OG0003844	11	5	0	16	0	0	28	25
OG0003845	5	1	16	6	0	0	28	10
OG0003846	19	12	2	5	0	0	27	25
OG0003847	10	2	8	9	0	0	28	17
OG0003848	15	10	3	9	0	0	28	22
OG0003849	6	1	6	15	0	0	28	14
OG0003850	7	5	12	8	0	0	28	15
OG0003851	16	2	6	5	0	0	28	22
OG0003852	12	0	8	7	0	0	28	17
OG0003853	5	2	13	9	0	0	28	12
OG0003854	15	12	8	4	0	0	28	20
OG0003855	12	6	2	13	0	0	28	21
OG0003856	16	12	4	7	0	0	28	23
OG0003857	19	14	1	7	0	0	28	27
OG0003858	21	10	2	4	0	0	28	25
OG0003859	18	9	1	7	0	0	27	26
OG0003860	23	7	1	3	0	0	28	25
OG0003861	23	11	1	3	0	0	28	24
OG0003862	18	14	4	5	0	0	28	25
OG0003863	7	2	2	10	0	0	20	15
OG0003864	8	3	3	16	0	0	28	17
OG0003865	18	19	4	3	0	0	26	22
OG0003866	5	0	8	14	0	0	28	11
OG0003867	9	4	6	12	0	0	28	20
OG0003868	9	5	5	13	0	0	28	18
OG0003869	24	10	2	1	0	0	28	26
OG0003870	12	4	1	13	0	0	27	27
OG0003871	19	14	2	6	0	0	28	26
OG0003872	15	12	4	8	0	0	28	22
OG0003873	7	2	5	13	0	0	26	19
OG0003874	16	8	2	9	0	0	28	26
OG0003875	14	6	3	10	0	0	28	24
OG0003876	9	3	6	12	0	0	28	22
OG0003877	18	9	3	6	0	0	28	25
OG0003878	7	3	3	16	0	0	27	21
OG0003879	11	7	11	4	0	0	27	15
OG0003880	12	11	3	12	0	0	28	20
OG0003881	10	3	14	3	0	0	28	11
OG0003882	5	6	6	16	0	0	28	20
OG0003883	18	9	0	9	0	0	28	25
OG0003884	17	11	5	5	0	0	28	21
OG0003885	18	8	2	7	0	0	28	25
OG0003886	5	0	8	14	0	0	28	14
OG0003887	20	7	2	5	0	0	28	26
OG0003888	20	4	3	4	0	0	28	25
OG0003889	26	7	1	0	0	0	28	27
OG0003890	9	6	8	10	0	0	28	16
OG0003891	11	5	3	13	0	0	28	25
OG0003892	22	17	3	1	0	0	27	21
OG0003893	5	1	15	7	0	0	28	10
OG0003894	19	7	2	6	0	0	28	26
OG0003895	11	4	3	13	0	0	28	9
OG0003896	6	1	10	11	0	0	28	15
OG0003897	1	0	13	12	0	0	27	11
OG0003898	15	16	7	5	0	0	28	20
OG0003899	15	10	5	7	0	0	28	21
OG0003900	20	9	4	3	0	0	28	23
OG0003901	19	16	2	6	0	0	28	26
OG0003902	21	9	2	4	0	0	28	25
OG0003903	22	4	2	3	0	0	28	22
OG0003904	15	10	1	11	0	0	28	20
OG0003905	6	1	8	13	0	0	28	15
OG0003906	10	3	9	8	0	0	28	18
OG0003907	12	8	1	14	0	0	28	19
OG0003908	0	0	24	3	0	0	28	4
OG0003909	10	4	6	10	0	0	27	16
OG0003910	13	4	0	13	0	0	27	24
OG0003911	9	4	0	17	0	0	27	24
OG0003912	18	18	4	5	0	0	28	20
OG0003913	20	17	3	4	0	0	28	21
OG0003914	20	8	2	5	0	0	28	25
OG0003915	4	2	15	8	0	0	28	10
OG0003916	1	0	15	11	0	0	28	10
OG0003917	13	6	4	10	0	0	28	12
OG0003918	2	0	8	16	0	0	27	13
OG0003919	13	4	4	10	0	0	28	21
OG0003920	17	11	4	6	0	0	28	20
OG0003921	0	0	22	3	0	0	26	4
OG0003922	19	7	0	8	0	0	28	27
OG0003923	10	5	6	11	0	0	28	19
OG0003924	9	5	11	7	0	0	28	10
OG0003925	4	0	11	11	0	0	27	10
OG0003926	7	4	4	15	0	0	27	15
OG0003927	3	0	12	12	0	0	28	14
OG0003928	18	8	3	6	0	0	28	24
OG0003929	11	4	1	15	0	0	28	26
OG0003930	21	5	1	5	0	0	28	25
OG0003931	18	11	2	7	0	0	28	24
OG0003932	17	8	2	8	0	0	28	18
OG0003933	1	0	16	10	0	0	28	12
OG0003934	21	11	3	3	0	0	28	23
OG0003935	20	7	2	4	0	0	27	25
OG0003936	4	2	19	4	0	0	28	9
OG0003937	14	4	2	10	0	0	27	18
OG0003938	18	13	5	4	0	0	28	21
OG0003939	5	3	18	4	0	0	28	10
OG0003940	8	3	4	13	0	0	26	17
OG0003941	11	8	10	6	0	0	28	14
OG0003942	13	1	5	9	0	0	28	21
OG0003943	15	5	5	7	0	0	28	21
OG0003944	14	7	5	8	0	0	28	20
OG0003945	0	0	25	2	0	0	28	3
OG0003946	5	1	19	3	0	0	28	4
OG0003948	5	0	20	2	0	0	28	4
OG0003949	1	1	21	5	0	0	28	7
OG0003951	0	0	25	2	0	0	28	3
OG0003956	3	0	22	2	0	0	28	4
OG0003980	8	4	5	13	0	0	27	20
OG0003981	16	10	3	7	0	0	27	22
OG0003982	10	2	5	10	0	0	26	21
OG0003983	17	9	1	7	0	0	26	24
OG0003984	22	13	2	2	0	0	27	25
OG0003985	8	0	5	12	0	0	26	19
OG0003986	20	20	4	2	0	0	27	23
OG0003987	18	11	3	5	0	0	27	23
OG0003988	17	10	3	6	0	0	27	24
OG0003989	17	8	0	9	0	0	27	24
OG0003990	19	16	0	7	0	0	27	25
OG0003991	21	5	3	2	0	0	27	24
OG0003992	10	0	3	13	0	0	27	23
OG0003993	5	0	8	10	0	0	24	12
OG0003994	5	0	8	13	0	0	27	15
OG0003995	6	1	5	15	0	0	27	10
OG0003996	14	7	0	11	0	0	26	25
OG0003997	18	12	1	7	0	0	27	24
OG0003998	18	4	3	5	0	0	27	19
OG0003999	16	10	3	7	0	0	27	24
OG0004000	7	0	5	14	0	0	27	17
OG0004001	15	10	4	7	0	0	27	22
OG0004002	10	4	3	12	0	0	26	21
OG0004003	20	14	2	4	0	0	27	25
OG0004004	4	1	14	8	0	0	27	11
OG0004005	9	1	0	17	0	0	27	26
OG0004006	11	4	4	11	0	0	27	14
OG0004007	18	14	2	6	0	0	27	25
OG0004008	10	4	2	12	0	0	25	23
OG0004009	2	0	16	6	0	0	25	9
OG0004010	18	11	7	1	0	0	27	20
OG0004011	15	2	3	8	0	0	27	22
